Hole,Depth (c. mbsf ,Core (-R),Section (-W),Interval (top),Interval (bottom),,Achilleadonium biformoides,Achomosphaera alcicornu,Achomosphaera crassipellis,Achomosphaera ramulifera,Hystrichostrogylon membraniphorum,Adnatosphaeridium vitanum,Aiora fenestrata,Alisocysta circumtabulata,Alisocysta chilensis,Alisocysta margarita,Alisocysta reticulata sp. A,Alisocysta reticulata ,Alterbidinium acutulum,Alterbidinium distinctum,Amphidiadema? sp.,Apectodinium homomorphum, Apectodinium hyperacanthum , Apectodinium parvum , Apectodinium quinquelatum , Apectodinium cf Wetz ,Apectodinium spp. (pars.),Apteodinium australiense,Arachnodinium antarcticum,Areoligera spp., Areoligera senonensis ,Batiacasphaera spp. (pars),Batiacasphaera compta,Batiacasphaera sp. c.f. B. cassicula,Brigantedinium spp.,Brigantedinium? blank,Caligodinium spp,Cannosphaeropsis sp.,Carpatella spp,Cassidium fragile,Cassidium filosum,Cerebrocysta bartonensis,Cerebrocysta wr small,Cerebrocysta minima,Cerebrocysta delicata,Cerodinium depressum,Cerodinium indet.,Cerodinium debielii,Cerodijnium depressum,Cerodinium sp. A,Cerodinium sp. A 'small' ,Cerodinium speciosum,Cerodinium striata,Circulodinium compactum,Cleistosphaeridium placacanthum,Cleistosphaeridium polypetellum,Cleistosphaeridium diversispinosum,Cordosphaeridium fibrospinosum,Cordosphaeridium minimum,Corrudinium obscurum,Corrudinium regulare,Corrudinium incompositum,Cribroperidinium spp. ,Damassadinium californicum,Danea crassimurata,Dapsilidinium spp.,Deflandrea antarctica,Deflandrea convexa,Deflandrea cygniformis,Deflandrea denticulata,Deflandrea foveolata,Deflandrea oebisfeldensis,Deflandrea phosphoritica,Deflandrea/ Cerodinium spp. (pars.),Deflandrea sp. A,Deflandrea indet.,Diconodinium sp.,diconodinium psilate large,Diconodinium granulate,Dinopterygium sp. A,Dinogymnium,Diphyes colligerum,Elytrocysta brevis,Elytrocysta druggii,Distatodinium paradoxum,Dracodinium waipawaense,Eocladopyxis spp. (pars),"Eocladopyxis sp. A Bijl et al., 2013",Enneadocysta multicornuta,Enndeadocysta partridgei,Enneadocysta pectiniformis,Enneadocysta cf robusta,Exochosphaeridium bifidum,Fibrocysta bipolaris, Fibrocysta spp. ,Fibrocysta sp. A,Florentinia mantellii,Florentinia reichartii,Froomea,Gelatia inflata,Gerdiocysta spp.,Glaphyrocysta delicata,Glaphyrocysta spp. (pars),Glaphyrocysta ordinata,Glaphyrocysta inticata,Glaphyrocysta divaricata,Glaphyrocysta exuberans,Glaphyrocysta pastielsii,Glaphyrocysta retiintexta,Hafniasphaera septata,Heteraolacocysta spp.,Homotryblium oceanicum,Hemiplacophora semilunifera,Hystiocysta verrucosa,Hystiocysta palla,Homotryblium tasmaniense,Hystrichokolpoma pusillum,Hystrichokolpoma bullatum,Hystrichokolpoma spp. (pars.),Hystrichokolpoma rigaudiae,Hystrichokolpoma spinosum,Hystrichokolpoma truncatum,Hystrichosphaeridium ?truswelliae,Hystrichosphaeridium ?tubiferum,Hystrichosphaeropsis spp.,Impagidinium aculeatum,Impagidinium cassiculum,Impagidinium crassimuratum,Impagidinium dispertitum,Impagidinium maculatum,Impagidinium agremom,Impagidinium paradoxum,Impagidinium parvireticulatum,Impagidinium velorum,Impagidinium victorianum,Impagidinium crouchiae,Impagidinium waipawaensis,Impagidinium spp. (pars.),Impletosphaeridium spp.,Isabellidinium spp.,Kallosphaeridium,Kenleyia spp.,Kisselovia coleothrypta,Kisselovia edwardsii,Lejeunecysta hyalina,Lejeunecysta rotundata,Lentinia serrata,Leptodinium pustulatum,Lingulodinium machaerophorum,Lophocysta spp.,Manumiella spp.,Manumiella seymourensis,Manumiella rotunda,Melitasphaeridium speudorecurvatum,Membranophoridium perforatum,Membranosphaera spp.,Microdinium spp.,microdinium? sp. A,Muratodinium finbriatum,Nelsoniella spp.,Nematosphaeropsis labirinthus,Ochetodinium spp.,Octodinium askiniae,Odontochitina operculata,Oligosperidium spp.,Operculodinium centrocarpum,Operculodinium? sp. A,"Operculodinium sp. A Brinkhuis, 2003",Operculodinium spp. pars.,Palaeocystodinium australinum,Palaeocystodinium golzowense,Palaeoperidinium pyrophorum,Palaeotetradinium minisculum,Pentadinium laticinctum,Phthanoperidinium crenulatum,Phthanoperidinium sp.,Phthanoperidium echinatum,Phthanoperidinium comatum,Phthanoperidnium sp A houben 748,Polysphaeridium spp.,Protoperidinium sp. A,Pyxidinopsis waipawaensis,Pyxidinopsis sp. A,Pyxidinopsis meadensis,Reticulatosphaera actinocoronata,Rhombodinium spp.,Rottnestia borussica,Samlandia delicata,Samlandia septata,Schematophora speciosa,Selenopemphix spp.,Senegalinium sp. A brown,Senegalinium sp. B transparent,Senegalinium/Alterbidium indet.,Senegalinium bicavatum,Senegalinium dilwynense,Senoniasphaera inronata,Spinidinium sp. A,Spinidinium densispinatum,Spinidinium macmurdoense,Spinidinium schellenbergii,Spiniferella cornuta,Spiniferites spp. (pars.),Spiniferites ramosus,Spiniferites sp. A Brinkhuis 2003,Spiniferites sp. B Brinkhuis 2003,Stoveracysta kakanuensis,Stoveracysta ornata,subtilisphaera,Tanyosphaeridium spp.,Tectatodinium,Thalassiphora delicata,Thalassiphora pelagica,Trithyrodinium evittii ,Trithyrodinium vermiculatum?,Turbiosphaera filosa,Turbiosphaera galeata,Vozzhennikovia apertura,Vozzhennikovia angulata,Vozzhennikovia röhliae,Vozzhennikovia stickleyae,Vozzhennkovia netrona,Vozzhennikovia spp. (pars.),Wetzelliella astra,Wetzeliella samlandica,Wilsonidium ornatum,Wilsonidium echinosuturatum,total dinoflagellates,,Impagidinium spp.,Cerebrocysta group,Spiniferites group,Operculodinium spp.,Cordosphaeridium fibrospinosum group,Cleistosphaeridium spp.,Batiacasphaera,Diphyes colligerum,Hystrichosphaeridium spp.,"Elytrocysta, Microdinium spp.",Alisocysta/Schematophora,Hystrichokolpoma,Glaphyrocysta group,Enneadocysta spp.,Wetzeliellioids,Palaeoperidinium pyrrophorum,Palaeocystodinium spp.,Spinidinium spp.,Vozzhennikovia spp.,Deflandrea group,Manumiella spp.,Phthanoperidinium spp,Senegalinium group,Goniodomids,Protoperidinium spp.,other,,,"%Group cf. Frieling & Sluijs, 2018",Spiniferites cpx,Cordosphaeridium cpx,Areoligera cpx,Operculodinium,Lingulodinium,Proximal G-cysts Apical,Proximal G-cysts Precingular,Hystrichosphaeridium,Hystrichokolpoma,Cleistosphaeridium,Epicystal Goniodomids,Impagidinium,Florentinia reichartii,Diphyes,Apectodinium,Hafniasphaera,Senegalinium (inclusive),Senegalinium (exclusive),"Phth, Spini & Vozz.",Cerodinium & Deflandrea,Protoperidinioids,Hex-P,Thermophiles,Open Marine,Octodinium askinae,SUM,%endemic,acritarchs,bisaccate,nothofagus,other pollen,spores,sporomorphs unspecified,T/T+M
1172A,475.15,51,4,85,87,PKB,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,230,,,,,,,,,,,,,,,,,,,,1,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,22,,,,,,,,,,278,,1,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,22,230,0,3,5,1,0,0,,,,1.08,0.00,3.60,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.36,0.36,0.00,0.00,0.00,0.00,93.53,10.79,9.71,82.73,0.00,93.53,0.36,1.44,0.00,100,258,22,0,1,1,7,,0.03
1172A,480.25,52,1,85,87,PKB,,,,,,,,,,,,,,9,,,,,,,,,1,,,2,,,,,,,,,,7,,,1,,,,,,,,,,,,,4,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,9,2,5,,,,,,,,,,,1,,,,,,,,,,11,,,,,,,,,,2,,,,,6,,,10,,,,,,,221,,2,13,11,0,6,0,2,0,3,0,0,0,0,53,0,0,0,0,16,87,0,6,10,9,2,1,,,,4.98,2.71,23.98,0.00,0.00,0.90,5.88,1.36,0.00,0.00,4.07,0.90,0.00,0.00,0.00,0.00,53.85,14.48,10.41,39.37,0.90,54.75,4.07,5.88,0.00,100,142,0,0,0,0,0,,0.00
1172A,481.75,52,2,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,15,,,,,2,,,,,,,,1,,,,12,,,,,,,1,,1,,,,,,,,,,,,,,,21,,,1,,,,,,,278,,1,6,1,0,0,0,0,0,0,2,1,0,0,5,0,0,0,1,22,211,0,15,12,1,0,0,,,,0.36,0.00,1.80,0.00,0.00,1.08,2.16,0.00,0.00,0.00,0.36,0.36,0.00,0.00,0.00,0.00,93.88,17.99,17.99,75.90,0.00,93.88,0.36,0.72,0.00,100,240,0,0,1,0,0,,0.00
1172A,483.25,52,3,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,2,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,3,,,,,,,,,,,,1,,,,,,,4,,6,,,,,,,,,,1,,,,,29,,,1,,,,,,,259,,0,6,6,0,3,0,0,0,1,1,0,0,0,12,0,0,0,4,30,191,0,4,1,0,0,0,,,,2.32,1.16,4.63,0.00,0.00,0.39,2.32,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.80,15.06,15.06,73.75,0.00,88.80,0.00,2.32,0.00,100,237,12,0,0,0,0,,0.00
1172A,484.75,52,4,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,1,4,,,,,,,5,,5,,,,,,,,,,,,,,,24,,,5,,,,,,,285,,2,4,5,0,0,0,0,0,0,4,0,0,0,2,0,0,0,5,29,221,0,5,5,1,0,2,,,,1.75,0.00,0.70,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.35,0.70,0.00,0.00,0.00,0.00,92.98,15.44,15.44,77.54,0.00,92.98,0.35,2.46,0.70,100,260,0,0,0,0,0,,0.00
1172A,486.25,52,5,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,2,,,,,9,,,3,,,,,,,249,,2,4,4,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,12,205,0,7,6,0,0,1,,,,1.61,0.80,0.00,0.00,0.00,2.41,1.61,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,92.37,10.04,10.04,82.33,0.00,92.37,0.00,2.41,0.00,100,218,7,1,1,0,2,,0.02
1172A,487.75,52,6,85,87,PKB,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,1,3,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,28,,,4,,,,,,,259,,3,3,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,32,201,0,7,0,1,1,0,,,,2.70,0.00,0.00,0.00,0.00,0.77,1.16,0.00,0.00,0.39,0.39,1.16,0.00,0.00,0.00,0.00,93.05,15.44,15.44,77.61,0.39,93.44,0.39,3.86,0.00,100,235,0,0,1,0,1,,0.01
1172A,489.85,53,1,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,1,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,1,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,1,,,,,,,,29,,6,,,,,,,,,,,,,,,81,,,2,,,,,,,256,,2,4,6,0,1,0,0,0,3,1,0,0,0,9,0,0,0,29,83,99,0,16,1,1,1,0,,,,2.34,0.39,3.52,0.00,0.00,0.39,1.56,1.17,0.00,0.00,0.39,0.78,0.00,0.00,0.00,0.00,89.06,50.39,50.39,38.67,0.39,89.45,0.39,3.13,0.00,100,221,10,1,0,4,1,,0.02
1172A,491.35,53,2,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,1,,,,,,,,,,,,,,7,2,,,,1,,,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,,,,,27,,,,,,,,,,289,,2,3,2,0,0,0,2,0,1,7,0,0,0,1,0,0,0,1,27,231,0,9,1,1,0,1,,,,0.69,0.00,0.35,0.00,0.00,3.11,1.04,0.35,0.00,0.00,0.35,0.69,0.00,0.00,0.00,0.00,93.08,13.15,13.15,79.93,0.00,93.08,0.35,1.38,0.35,100,262,3,0,0,0,2,,0.01
1172A,492.85,53,3,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,35,,,2,,,,,,,271,,0,4,2,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,37,217,0,5,0,0,0,0,,,,0.74,0.00,0.37,0.37,0.00,0.37,1.48,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.57,15.50,15.50,80.07,0.00,95.57,0.00,1.11,0.00,100,255,5,0,0,0,0,,0.00
1172A,494.35,53,4,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,116,,,1,,,,,,,269,,0,1,2,0,0,0,0,0,7,8,0,0,0,3,0,0,0,1,117,124,0,4,0,1,1,0,,,,0.74,0.00,1.12,0.00,0.37,2.97,0.37,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.45,45.35,45.35,46.10,0.37,91.82,0.00,0.74,0.00,100,245,0,0,0,0,0,,0.00
1172A,495.85,53,5,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,1,,,,,,,,,,,,,,12,,,,1,,,,,,,,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,159,,,,,,,,,,255,,1,2,3,0,0,0,1,0,1,4,0,3,0,3,0,0,0,1,159,61,0,12,0,2,1,1,,,,1.18,0.00,1.18,0.00,0.00,1.96,0.78,0.39,1.18,0.00,0.78,0.39,0.00,0.00,0.00,0.00,91.37,67.45,67.45,23.92,0.39,91.76,0.78,1.57,0.39,100,226,3,1,0,0,0,,0.00
1172A,497.35,53,6,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,3,,,,,,,,,,,,,1,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,38,,,,,,,,,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,,1,,,,,178,,,3,,,,,,,316,,0,4,1,3,2,0,1,0,3,1,0,0,0,3,0,0,0,2,181,73,0,38,1,1,0,2,,,,0.32,0.63,0.95,0.95,0.00,0.63,1.27,0.95,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,93.35,70.25,70.25,23.10,0.00,93.35,0.32,1.27,0.32,100,262,7,0,0,0,0,,0.00
1172A,498.70,54,1,10,12,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,141,1,,,,,,,,,,,,,,,,,,,1,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,3,,,,,,,,,,,9,1,,,,1,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,108,,,1,,,,,,,316,,0,1,2,3,1,0,0,0,0,2,0,2,0,39,0,0,0,4,109,142,0,10,0,1,0,0,,,,0.63,0.32,12.34,0.95,0.00,0.63,0.32,0.00,0.63,0.00,0.32,0.00,0.00,0.00,0.00,0.00,83.86,38.92,38.92,44.94,0.00,83.86,0.32,1.58,0.00,100,295,0,0,0,0,0,,0.00
1172A,499.45,54,1,85,87,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,265,,,2,,,,,,,396,,1,3,2,0,0,0,0,0,1,9,0,0,0,5,0,0,0,2,267,101,0,3,0,2,0,0,,,,0.51,0.00,1.26,0.00,0.00,2.27,0.76,0.25,0.00,0.00,0.51,0.25,0.00,0.00,0.00,0.00,94.19,68.69,68.69,25.51,0.00,94.19,0.51,0.76,0.00,100,377,3,1,1,0,0,,0.01
1172A,500.95,54,2,85,87,PKB,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,46,,,,,,,,,,,,,,,,,,,,1,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,14,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,35,,,,,,,,,,317,,1,4,2,0,1,0,0,0,0,3,0,1,0,205,0,0,0,1,35,46,0,14,1,1,0,2,,,,0.63,0.32,64.67,0.00,0.00,0.95,1.26,0.00,0.32,0.00,0.32,0.32,0.00,0.00,0.00,0.00,30.60,16.09,15.77,14.51,0.00,30.60,0.32,0.95,0.32,100,290,0,1,0,0,0,,0.00
1172A,502.45,54,3,85,87,PKB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,1,1,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,1,,,33,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,102,,,1,,,,,,,332,,0,5,1,1,1,1,0,0,0,1,0,1,0,33,0,0,0,1,103,95,0,86,1,1,0,1,,,,0.30,0.30,9.94,0.30,0.00,0.30,1.51,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,86.14,57.53,57.23,28.61,0.00,86.14,0.30,0.60,0.30,100,234,5,0,0,0,1,,0.00
1172A,503.95,54,4,85,87,PKB,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,,,,1,1,,,1,,,,,,40,,,,,,,,,,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,15,2,,,,5,,,,,,,,,,,4,,,,,,,2,,,8,,,,,,,,,,,,,,,121,,,1,1,,,,,,232,,3,14,8,0,1,1,0,0,0,4,0,0,0,11,0,0,0,2,123,40,0,17,7,1,0,0,,,,3.45,0.43,4.74,0.00,0.00,1.72,6.03,0.00,0.00,0.43,0.43,1.29,0.00,0.00,0.00,0.00,81.47,64.22,62.93,17.24,0.00,81.47,0.43,4.74,0.00,100,177,13,3,0,5,6,,0.06
1172D,507.40,5,1,40,42,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,3,,,,,,,,,,,,,1,,,,,,,,,68,33,,,,,,,,,,,,,,,,,,,2,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,2,3,,,3,10,,,,,,,,2,,,42,,,,,,,3,20,,7,,,,,,,,,,,,,,,6,,,,,,,,,,282,,0,16,7,1,1,0,3,0,7,1,2,1,0,57,0,0,0,23,6,101,0,5,42,2,5,2,,,,2.48,0.35,20.21,0.35,0.00,2.13,5.67,2.48,0.35,0.00,0.71,0.00,0.00,0.00,0.00,0.00,62.77,26.95,26.95,35.82,1.77,64.54,0.71,2.84,0.71,100,191,10,0,1,1,0,,0.01
1172D,508.88,5,2,38,40,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,73,53,,,,,,,,,,,,,,,,,,,8,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,1,6,,,,5,,,,,,,,,,,1,,,,,,,,,,24,,,,,,,,,,,,,,,12,,,,,,,,,,239,,1,13,24,0,0,0,9,0,5,7,0,1,0,23,0,0,0,0,12,126,0,7,1,8,2,0,,,,10.04,0.00,9.62,0.00,0.00,6.69,5.44,2.09,0.42,0.00,3.35,0.42,0.00,0.00,0.00,0.00,61.09,8.37,8.37,52.72,0.84,61.92,3.35,10.46,0.00,100,169,1,0,1,3,2,,0.02
1172D,510.54,5,3,54,56,PKB,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,111,5,,,,,,,,,,,,,,,,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,18,,,,,,,,,,,,,,,99,,,,,,,,,4,271,,2,1,18,0,0,5,0,0,2,4,0,1,0,2,4,0,0,1,99,116,0,3,9,4,0,0,,,,6.64,0.00,0.74,0.00,0.00,1.48,0.37,0.74,0.37,1.85,1.48,0.74,0.00,0.00,1.48,0.00,84.13,41.33,38.01,42.80,0.00,84.13,2.95,8.86,0.00,100,221,0,0,0,0,0,,0.00
1172D,511.60,5,4,10,12,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,119,38,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,1,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,28,,,,,,,,,,358,,0,1,7,0,0,0,0,0,2,1,1,0,0,157,0,0,0,0,28,157,0,3,0,0,1,0,,,,1.96,0.00,43.85,0.00,0.00,0.56,0.28,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.51,8.66,8.66,43.85,0.28,52.79,0.00,1.96,0.00,100,185,0,0,0,0,0,,0.00
1172D,512.60,5,4,109,111,PKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,55,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,,,3,,,,,,,,,1,,,,,,,,,,7,,2,,,,,,,,,,,,,,,12,,,,,,,,,,405,,0,3,2,0,0,0,0,0,2,1,0,1,0,4,0,0,0,7,12,368,0,4,0,0,1,0,,,,0.49,0.00,0.99,0.00,0.00,0.25,0.74,0.49,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.54,5.68,5.68,90.86,0.25,96.79,0.00,0.49,0.00,100,386,0,0,0,0,0,,0.00
1172D,516.70,6,1,10,12,PKB,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,2,3,,,,,,,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,1,,,2,,,,,8,,2,2,,7,,,,,,,,,,,,,,,81,,,2,,,,,,,255,,2,8,8,0,0,0,2,0,2,1,1,0,0,67,0,0,0,12,83,50,0,17,2,0,0,0,,,,3.14,0.00,26.27,0.00,0.00,1.57,3.14,0.78,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,64.31,44.71,44.71,19.61,0.00,64.31,0.00,3.92,0.00,100,146,1,0,0,0,1,,0.00
